UserID is: 1, Gender is: F,  Occupation id is: 10, Zip-code is: 48067, 
UserID is: 1323, Gender is: F,  Occupation id is: 2, Zip-code is: 11218, 
UserID is: 1324, Gender is: M,  Occupation id is: 16, Zip-code is: 07030, 
UserID is: 1325, Gender is: M,  Occupation id is: 1, Zip-code is: 75230, 
UserID is: 1326, Gender is: F,  Occupation id is: 0, Zip-code is: 98115, 
UserID is: 1327, Gender is: M,  Occupation id is: 10, Zip-code is: 12159, 
UserID is: 1328, Gender is: M,  Occupation id is: 14, Zip-code is: 60657, 
UserID is: 1329, Gender is: M,  Occupation id is: 14, Zip-code is: 60194, 
UserID is: 1330, Gender is: M,  Occupation id is: 1, Zip-code is: 95117, 
UserID is: 1331, Gender is: M,  Occupation id is: 0, Zip-code is: 12065, 
UserID is: 1332, Gender is: M,  Occupation id is: 7, Zip-code is: 02840, 
UserID is: 1333, Gender is: M,  Occupation id is: 17, Zip-code is: 06460, 
UserID is: 1334, Gender is: M,  Occupation id is: 7, Zip-code is: 10805, 
UserID is: 1335, Gender is: M,  Occupation id is: 0, Zip-code is: 14228, 
UserID is: 1336, Gender is: F,  Occupation id is: 20, Zip-code is: 95051, 
UserID is: 1337, Gender is: M,  Occupation id is: 17, Zip-code is: 97146, 
UserID is: 1338, Gender is: M,  Occupation id is: 0, Zip-code is: 94108, 
UserID is: 1339, Gender is: M,  Occupation id is: 18, Zip-code is: 85275, 
UserID is: 1340, Gender is: M,  Occupation id is: 7, Zip-code is: 14302, 
UserID is: 1341, Gender is: M,  Occupation id is: 7, Zip-code is: 11434, 
UserID is: 1342, Gender is: M,  Occupation id is: 0, Zip-code is: 94560, 
UserID is: 1343, Gender is: M,  Occupation id is: 14, Zip-code is: 91324, 
UserID is: 1344, Gender is: F,  Occupation id is: 9, Zip-code is: 43420, 
UserID is: 1345, Gender is: F,  Occupation id is: 2, Zip-code is: 75070, 
UserID is: 1346, Gender is: M,  Occupation id is: 20, Zip-code is: 27607, 
UserID is: 1347, Gender is: F,  Occupation id is: 1, Zip-code is: 11375, 
UserID is: 1348, Gender is: F,  Occupation id is: 10, Zip-code is: 04240, 
UserID is: 1349, Gender is: M,  Occupation id is: 7, Zip-code is: 13088, 
UserID is: 1350, Gender is: F,  Occupation id is: 0, Zip-code is: 90278, 
UserID is: 1351, Gender is: F,  Occupation id is: 17, Zip-code is: 98034, 
UserID is: 1352, Gender is: M,  Occupation id is: 20, Zip-code is: 94122, 
UserID is: 1353, Gender is: M,  Occupation id is: 10, Zip-code is: 95926, 
UserID is: 1354, Gender is: F,  Occupation id is: 2, Zip-code is: 94040, 
UserID is: 1355, Gender is: F,  Occupation id is: 20, Zip-code is: 04240, 
UserID is: 1356, Gender is: F,  Occupation id is: 4, Zip-code is: 91706, 
UserID is: 1357, Gender is: M,  Occupation id is: 0, Zip-code is: 34116, 
UserID is: 1358, Gender is: M,  Occupation id is: 17, Zip-code is: 49508, 
UserID is: 1359, Gender is: M,  Occupation id is: 1, Zip-code is: 10918, 
UserID is: 1360, Gender is: M,  Occupation id is: 20, Zip-code is: 14895, 
UserID is: 1361, Gender is: F,  Occupation id is: 0, Zip-code is: 97401, 
UserID is: 1362, Gender is: M,  Occupation id is: 12, Zip-code is: 75069, 
UserID is: 1363, Gender is: M,  Occupation id is: 7, Zip-code is: 01915, 
UserID is: 1364, Gender is: F,  Occupation id is: 2, Zip-code is: 97214, 
UserID is: 1365, Gender is: F,  Occupation id is: 10, Zip-code is: 61665, 
UserID is: 1366, Gender is: M,  Occupation id is: 10, Zip-code is: 89509, 
UserID is: 1367, Gender is: M,  Occupation id is: 12, Zip-code is: 53707, 
UserID is: 1368, Gender is: F,  Occupation id is: 3, Zip-code is: 50266, 
UserID is: 1369, Gender is: M,  Occupation id is: 5, Zip-code is: 12308, 
UserID is: 1370, Gender is: M,  Occupation id is: 2, Zip-code is: 92821, 
UserID is: 1371, Gender is: F,  Occupation id is: 2, Zip-code is: 60657, 
UserID is: 1372, Gender is: M,  Occupation id is: 10, Zip-code is: 95123, 
UserID is: 1373, Gender is: F,  Occupation id is: 1, Zip-code is: 55104, 
UserID is: 1374, Gender is: M,  Occupation id is: 1, Zip-code is: 91403, 
UserID is: 1375, Gender is: F,  Occupation id is: 5, Zip-code is: 95136, 
UserID is: 1376, Gender is: F,  Occupation id is: 1, Zip-code is: 32750, 
UserID is: 1377, Gender is: M,  Occupation id is: 16, Zip-code is: 65270, 
UserID is: 1378, Gender is: F,  Occupation id is: 7, Zip-code is: 21044, 
UserID is: 1379, Gender is: F,  Occupation id is: 13, Zip-code is: 93448, 
UserID is: 1380, Gender is: M,  Occupation id is: 10, Zip-code is: 58078, 
UserID is: 1381, Gender is: M,  Occupation id is: 11, Zip-code is: 89170, 
UserID is: 1382, Gender is: F,  Occupation id is: 1, Zip-code is: 92100, 
UserID is: 1383, Gender is: F,  Occupation id is: 7, Zip-code is: 19806, 
UserID is: 1384, Gender is: M,  Occupation id is: 10, Zip-code is: 98058, 
UserID is: 1385, Gender is: F,  Occupation id is: 5, Zip-code is: 90262, 
UserID is: 1386, Gender is: F,  Occupation id is: 0, Zip-code is: 07026, 
UserID is: 1387, Gender is: F,  Occupation id is: 13, Zip-code is: 94702, 
UserID is: 1388, Gender is: M,  Occupation id is: 20, Zip-code is: 87107, 
UserID is: 1389, Gender is: M,  Occupation id is: 17, Zip-code is: 19801, 
UserID is: 1390, Gender is: M,  Occupation id is: 16, Zip-code is: 99352, 
UserID is: 1391, Gender is: M,  Occupation id is: 15, Zip-code is: 20723, 
UserID is: 1392, Gender is: M,  Occupation id is: 3, Zip-code is: 90006, 
UserID is: 1393, Gender is: M,  Occupation id is: 4, Zip-code is: 06430, 
UserID is: 1394, Gender is: F,  Occupation id is: 3, Zip-code is: 94117, 
UserID is: 1395, Gender is: M,  Occupation id is: 2, Zip-code is: 07026, 
UserID is: 1396, Gender is: F,  Occupation id is: 12, Zip-code is: 94530, 
UserID is: 1397, Gender is: M,  Occupation id is: 7, Zip-code is: 55901, 
UserID is: 1398, Gender is: F,  Occupation id is: 16, Zip-code is: 94904, 
UserID is: 1399, Gender is: M,  Occupation id is: 17, Zip-code is: 10804, 
UserID is: 1400, Gender is: M,  Occupation id is: 7, Zip-code is: 92130, 
UserID is: 1401, Gender is: F,  Occupation id is: 1, Zip-code is: 94578, 
UserID is: 1402, Gender is: M,  Occupation id is: 4, Zip-code is: 90601, 
UserID is: 1403, Gender is: F,  Occupation id is: 0, Zip-code is: 53713, 
UserID is: 1404, Gender is: M,  Occupation id is: 16, Zip-code is: 91360, 
UserID is: 1405, Gender is: M,  Occupation id is: 13, Zip-code is: 33445, 
UserID is: 1406, Gender is: M,  Occupation id is: 4, Zip-code is: 91911, 
UserID is: 1407, Gender is: F,  Occupation id is: 15, Zip-code is: 53704, 
UserID is: 1408, Gender is: M,  Occupation id is: 0, Zip-code is: 90046, 
UserID is: 1409, Gender is: M,  Occupation id is: 4, Zip-code is: 97215, 
UserID is: 1410, Gender is: M,  Occupation id is: 7, Zip-code is: 94404, 
UserID is: 1411, Gender is: M,  Occupation id is: 1, Zip-code is: 08107, 
UserID is: 1412, Gender is: M,  Occupation id is: 17, Zip-code is: 94089, 
UserID is: 1413, Gender is: M,  Occupation id is: 3, Zip-code is: 98122, 
UserID is: 1414, Gender is: M,  Occupation id is: 4, Zip-code is: 85035, 
UserID is: 1415, Gender is: M,  Occupation id is: 14, Zip-code is: 22901, 
UserID is: 1416, Gender is: M,  Occupation id is: 14, Zip-code is: 98101, 
UserID is: 1417, Gender is: M,  Occupation id is: 16, Zip-code is: 10472, 
UserID is: 1418, Gender is: M,  Occupation id is: 4, Zip-code is: 48197, 
UserID is: 1419, Gender is: F,  Occupation id is: 1, Zip-code is: 95336, 
UserID is: 1420, Gender is: M,  Occupation id is: 4, Zip-code is: 01375, 
UserID is: 1421, Gender is: F,  Occupation id is: 10, Zip-code is: 53704, 
UserID is: 1422, Gender is: M,  Occupation id is: 17, Zip-code is: 55934, 
UserID is: 1423, Gender is: M,  Occupation id is: 4, Zip-code is: 08540, 
UserID is: 1424, Gender is: M,  Occupation id is: 0, Zip-code is: 28209, 
UserID is: 1425, Gender is: M,  Occupation id is: 10, Zip-code is: 08872, 
UserID is: 1426, Gender is: M,  Occupation id is: 14, Zip-code is: 94070, 
UserID is: 1427, Gender is: M,  Occupation id is: 12, Zip-code is: 21401, 
UserID is: 1428, Gender is: F,  Occupation id is: 11, Zip-code is: 40204, 
UserID is: 1429, Gender is: F,  Occupation id is: 3, Zip-code is: 11229, 
UserID is: 1430, Gender is: M,  Occupation id is: 4, Zip-code is: 97215, 
UserID is: 1431, Gender is: M,  Occupation id is: 6, Zip-code is: 91011, 
UserID is: 1432, Gender is: M,  Occupation id is: 1, Zip-code is: 94549, 
UserID is: 1433, Gender is: F,  Occupation id is: 14, Zip-code is: 49505, 
UserID is: 1434, Gender is: F,  Occupation id is: 10, Zip-code is: 495321, 
UserID is: 1435, Gender is: M,  Occupation id is: 14, Zip-code is: 48103, 
UserID is: 1436, Gender is: F,  Occupation id is: 6, Zip-code is: 97005, 
UserID is: 1437, Gender is: M,  Occupation id is: 3, Zip-code is: 89102, 
UserID is: 1438, Gender is: M,  Occupation id is: 2, Zip-code is: 21222, 
UserID is: 1439, Gender is: M,  Occupation id is: 3, Zip-code is: 98037, 
UserID is: 1440, Gender is: M,  Occupation id is: 12, Zip-code is: 94520, 
UserID is: 1441, Gender is: M,  Occupation id is: 16, Zip-code is: 54729, 
UserID is: 1442, Gender is: M,  Occupation id is: 2, Zip-code is: 12345, 
UserID is: 1443, Gender is: M,  Occupation id is: 2, Zip-code is: 98055, 
UserID is: 1444, Gender is: F,  Occupation id is: 4, Zip-code is: 91106, 
UserID is: 1445, Gender is: M,  Occupation id is: 2, Zip-code is: 98109, 
UserID is: 1446, Gender is: M,  Occupation id is: 12, Zip-code is: 10128, 
UserID is: 1447, Gender is: M,  Occupation id is: 4, Zip-code is: 80521, 
UserID is: 1448, Gender is: F,  Occupation id is: 3, Zip-code is: 17522, 
UserID is: 1449, Gender is: M,  Occupation id is: 20, Zip-code is: 17112, 
UserID is: 1450, Gender is: M,  Occupation id is: 4, Zip-code is: 94704, 
UserID is: 1451, Gender is: M,  Occupation id is: 20, Zip-code is: 90012, 
UserID is: 1452, Gender is: F,  Occupation id is: 13, Zip-code is: 90732, 
UserID is: 1453, Gender is: M,  Occupation id is: 14, Zip-code is: 19444, 
UserID is: 1454, Gender is: M,  Occupation id is: 4, Zip-code is: 93117, 
UserID is: 1455, Gender is: F,  Occupation id is: 0, Zip-code is: 92126, 
UserID is: 1456, Gender is: M,  Occupation id is: 2, Zip-code is: 98074, 
UserID is: 1457, Gender is: M,  Occupation id is: 1, Zip-code is: 95472, 
UserID is: 1458, Gender is: M,  Occupation id is: 0, Zip-code is: 08055, 
UserID is: 1459, Gender is: F,  Occupation id is: 0, Zip-code is: 80027, 
UserID is: 1460, Gender is: F,  Occupation id is: 4, Zip-code is: 95132, 
UserID is: 1461, Gender is: F,  Occupation id is: 0, Zip-code is: 94115, 
UserID is: 1462, Gender is: M,  Occupation id is: 16, Zip-code is: 95405, 
UserID is: 1463, Gender is: M,  Occupation id is: 16, Zip-code is: 92612-3417, 
UserID is: 1464, Gender is: M,  Occupation id is: 12, Zip-code is: 75063, 
UserID is: 1465, Gender is: M,  Occupation id is: 16, Zip-code is: 93003, 
UserID is: 1466, Gender is: M,  Occupation id is: 4, Zip-code is: 29201, 
UserID is: 1467, Gender is: M,  Occupation id is: 5, Zip-code is: 97007, 
UserID is: 1468, Gender is: M,  Occupation id is: 14, Zip-code is: 19147, 
UserID is: 1469, Gender is: M,  Occupation id is: 20, Zip-code is: 95420, 
UserID is: 1470, Gender is: M,  Occupation id is: 4, Zip-code is: 94118, 
UserID is: 1471, Gender is: M,  Occupation id is: 17, Zip-code is: 11106, 
UserID is: 1472, Gender is: M,  Occupation id is: 7, Zip-code is: 90248, 
UserID is: 1473, Gender is: M,  Occupation id is: 14, Zip-code is: 06511, 
UserID is: 1474, Gender is: M,  Occupation id is: 4, Zip-code is: 98115, 
UserID is: 1475, Gender is: F,  Occupation id is: 2, Zip-code is: 75075, 
UserID is: 1476, Gender is: F,  Occupation id is: 0, Zip-code is: 91030, 
UserID is: 1477, Gender is: F,  Occupation id is: 1, Zip-code is: 90601, 
UserID is: 1478, Gender is: M,  Occupation id is: 10, Zip-code is: 92620, 
UserID is: 1479, Gender is: F,  Occupation id is: 2, Zip-code is: 94501, 
UserID is: 1480, Gender is: M,  Occupation id is: 20, Zip-code is: 91367, 
UserID is: 1481, Gender is: M,  Occupation id is: 17, Zip-code is: 77096, 
UserID is: 1482, Gender is: M,  Occupation id is: 7, Zip-code is: 94132, 
UserID is: 1483, Gender is: M,  Occupation id is: 4, Zip-code is: 54481, 
UserID is: 1484, Gender is: M,  Occupation id is: 12, Zip-code is: 07054, 
UserID is: 1485, Gender is: F,  Occupation id is: 9, Zip-code is: 80538, 
UserID is: 1486, Gender is: M,  Occupation id is: 16, Zip-code is: 90638, 
UserID is: 1487, Gender is: M,  Occupation id is: 7, Zip-code is: 07644, 
UserID is: 1488, Gender is: M,  Occupation id is: 7, Zip-code is: 94538, 
UserID is: 1489, Gender is: F,  Occupation id is: 2, Zip-code is: 60201, 
UserID is: 1490, Gender is: M,  Occupation id is: 7, Zip-code is: 90505, 
UserID is: 1491, Gender is: M,  Occupation id is: 4, Zip-code is: 06511, 
UserID is: 1492, Gender is: M,  Occupation id is: 12, Zip-code is: 98102, 
UserID is: 1493, Gender is: F,  Occupation id is: 14, Zip-code is: 60657, 
UserID is: 1494, Gender is: M,  Occupation id is: 17, Zip-code is: 38104, 
UserID is: 1495, Gender is: M,  Occupation id is: 0, Zip-code is: 77341, 
UserID is: 1496, Gender is: M,  Occupation id is: 17, Zip-code is: 94108, 
UserID is: 1497, Gender is: M,  Occupation id is: 5, Zip-code is: 80220, 
UserID is: 1498, Gender is: M,  Occupation id is: 4, Zip-code is: 02139, 
UserID is: 1499, Gender is: M,  Occupation id is: 10, Zip-code is: 19343, 
UserID is: 1500, Gender is: M,  Occupation id is: 17, Zip-code is: 98115, 
UserID is: 1501, Gender is: M,  Occupation id is: 11, Zip-code is: 75801, 
UserID is: 1502, Gender is: M,  Occupation id is: 4, Zip-code is: 12188, 
UserID is: 1503, Gender is: M,  Occupation id is: 12, Zip-code is: 92688, 
UserID is: 1504, Gender is: M,  Occupation id is: 19, Zip-code is: 22030, 
UserID is: 1505, Gender is: M,  Occupation id is: 11, Zip-code is: 90041, 
UserID is: 1506, Gender is: M,  Occupation id is: 7, Zip-code is: 08550, 
UserID is: 1507, Gender is: M,  Occupation id is: 17, Zip-code is: 95476, 
UserID is: 1508, Gender is: F,  Occupation id is: 10, Zip-code is: 94539, 
UserID is: 1509, Gender is: M,  Occupation id is: 0, Zip-code is: 11803, 
UserID is: 1510, Gender is: F,  Occupation id is: 1, Zip-code is: 48067, 
UserID is: 1511, Gender is: M,  Occupation id is: 12, Zip-code is: 08902, 
UserID is: 1512, Gender is: M,  Occupation id is: 20, Zip-code is: 11102, 
UserID is: 1513, Gender is: F,  Occupation id is: 16, Zip-code is: 95003, 
UserID is: 1514, Gender is: M,  Occupation id is: 4, Zip-code is: 97215, 
UserID is: 1515, Gender is: M,  Occupation id is: 16, Zip-code is: 48324, 
UserID is: 1516, Gender is: F,  Occupation id is: 12, Zip-code is: 53154, 
UserID is: 1517, Gender is: M,  Occupation id is: 0, Zip-code is: 10002, 
UserID is: 1518, Gender is: M,  Occupation id is: 2, Zip-code is: 95831, 
UserID is: 1519, Gender is: M,  Occupation id is: 4, Zip-code is: 38120, 
UserID is: 1520, Gender is: M,  Occupation id is: 17, Zip-code is: 94506, 
UserID is: 1521, Gender is: F,  Occupation id is: 7, Zip-code is: 08902, 
UserID is: 1522, Gender is: M,  Occupation id is: 20, Zip-code is: 10025, 
UserID is: 1523, Gender is: M,  Occupation id is: 17, Zip-code is: 95209, 
UserID is: 1524, Gender is: M,  Occupation id is: 4, Zip-code is: 06459, 
UserID is: 1525, Gender is: F,  Occupation id is: 16, Zip-code is: 94706, 
UserID is: 1526, Gender is: M,  Occupation id is: 17, Zip-code is: 80538, 
UserID is: 1527, Gender is: M,  Occupation id is: 10, Zip-code is: 78230, 
UserID is: 1528, Gender is: M,  Occupation id is: 15, Zip-code is: 94903, 
UserID is: 1529, Gender is: M,  Occupation id is: 4, Zip-code is: 97266, 
UserID is: 1530, Gender is: M,  Occupation id is: 4, Zip-code is: 53711, 
UserID is: 1531, Gender is: M,  Occupation id is: 17, Zip-code is: 60462, 
UserID is: 1532, Gender is: M,  Occupation id is: 14, Zip-code is: 43613, 
UserID is: 1533, Gender is: M,  Occupation id is: 1, Zip-code is: 71711, 
UserID is: 1534, Gender is: M,  Occupation id is: 12, Zip-code is: 12184, 
UserID is: 1535, Gender is: F,  Occupation id is: 20, Zip-code is: 90036, 
UserID is: 1536, Gender is: F,  Occupation id is: 3, Zip-code is: 83001, 
UserID is: 1537, Gender is: M,  Occupation id is: 20, Zip-code is: 02446, 
UserID is: 1538, Gender is: M,  Occupation id is: 3, Zip-code is: 22601, 
UserID is: 1539, Gender is: M,  Occupation id is: 3, Zip-code is: 02359, 
UserID is: 1540, Gender is: M,  Occupation id is: 0, Zip-code is: 97214, 
UserID is: 1541, Gender is: M,  Occupation id is: 17, Zip-code is: 23464-3016, 
UserID is: 1542, Gender is: M,  Occupation id is: 17, Zip-code is: 12054, 
UserID is: 1543, Gender is: M,  Occupation id is: 11, Zip-code is: 10549, 
UserID is: 1544, Gender is: M,  Occupation id is: 12, Zip-code is: 63146, 
UserID is: 1545, Gender is: M,  Occupation id is: 20, Zip-code is: 20009, 
UserID is: 1546, Gender is: M,  Occupation id is: 4, Zip-code is: 22903, 
UserID is: 1547, Gender is: M,  Occupation id is: 13, Zip-code is: 02115, 
UserID is: 1548, Gender is: M,  Occupation id is: 1, Zip-code is: 53703, 
UserID is: 1549, Gender is: M,  Occupation id is: 6, Zip-code is: 20901, 
UserID is: 1550, Gender is: M,  Occupation id is: 4, Zip-code is: 11580, 
UserID is: 1551, Gender is: M,  Occupation id is: 11, Zip-code is: 20008, 
UserID is: 1552, Gender is: M,  Occupation id is: 20, Zip-code is: 10021, 
UserID is: 1553, Gender is: F,  Occupation id is: 15, Zip-code is: 64116, 
UserID is: 1554, Gender is: F,  Occupation id is: 12, Zip-code is: 17013, 
UserID is: 1555, Gender is: F,  Occupation id is: 0, Zip-code is: 20008, 
UserID is: 1556, Gender is: M,  Occupation id is: 4, Zip-code is: 48073, 
UserID is: 1557, Gender is: F,  Occupation id is: 4, Zip-code is: 10039, 
UserID is: 1558, Gender is: M,  Occupation id is: 6, Zip-code is: 60611, 
UserID is: 1559, Gender is: M,  Occupation id is: 8, Zip-code is: 10014, 
UserID is: 1560, Gender is: F,  Occupation id is: 3, Zip-code is: 85226, 
UserID is: 1561, Gender is: F,  Occupation id is: 4, Zip-code is: 11214, 
UserID is: 1562, Gender is: M,  Occupation id is: 20, Zip-code is: 43611, 
UserID is: 1563, Gender is: F,  Occupation id is: 10, Zip-code is: 87123, 
UserID is: 1564, Gender is: M,  Occupation id is: 1, Zip-code is: 01096, 
UserID is: 1565, Gender is: M,  Occupation id is: 17, Zip-code is: 78731, 
UserID is: 1566, Gender is: M,  Occupation id is: 16, Zip-code is: 77550, 
UserID is: 1567, Gender is: M,  Occupation id is: 12, Zip-code is: 06511, 
UserID is: 1568, Gender is: F,  Occupation id is: 10, Zip-code is: 94086, 
UserID is: 1569, Gender is: F,  Occupation id is: 13, Zip-code is: 07701, 
UserID is: 1570, Gender is: M,  Occupation id is: 17, Zip-code is: 75093, 
UserID is: 1571, Gender is: M,  Occupation id is: 20, Zip-code is: 98033, 
UserID is: 1572, Gender is: F,  Occupation id is: 3, Zip-code is: 02155, 
UserID is: 1573, Gender is: M,  Occupation id is: 0, Zip-code is: 77479, 
UserID is: 1574, Gender is: M,  Occupation id is: 6, Zip-code is: 81007, 
UserID is: 1575, Gender is: F,  Occupation id is: 7, Zip-code is: 94949, 
UserID is: 1576, Gender is: F,  Occupation id is: 9, Zip-code is: 85202, 
UserID is: 1577, Gender is: M,  Occupation id is: 0, Zip-code is: 72227-5733, 
UserID is: 1578, Gender is: M,  Occupation id is: 4, Zip-code is: 22201, 
UserID is: 1579, Gender is: M,  Occupation id is: 0, Zip-code is: 60201, 
UserID is: 1580, Gender is: F,  Occupation id is: 4, Zip-code is: 76201, 
UserID is: 1581, Gender is: F,  Occupation id is: 4, Zip-code is: 10003, 
UserID is: 1582, Gender is: M,  Occupation id is: 0, Zip-code is: 10705, 
UserID is: 1583, Gender is: M,  Occupation id is: 6, Zip-code is: 94115, 
UserID is: 1584, Gender is: M,  Occupation id is: 19, Zip-code is: 45701, 
UserID is: 1585, Gender is: M,  Occupation id is: 20, Zip-code is: 92315, 
UserID is: 1586, Gender is: M,  Occupation id is: 7, Zip-code is: 77351, 
UserID is: 1587, Gender is: F,  Occupation id is: 3, Zip-code is: 30308, 
UserID is: 1588, Gender is: M,  Occupation id is: 11, Zip-code is: 22043, 
UserID is: 1589, Gender is: M,  Occupation id is: 0, Zip-code is: 95136, 
UserID is: 1590, Gender is: M,  Occupation id is: 1, Zip-code is: 95003, 
UserID is: 1591, Gender is: M,  Occupation id is: 7, Zip-code is: 26501, 
UserID is: 1592, Gender is: M,  Occupation id is: 7, Zip-code is: 50111, 
UserID is: 1593, Gender is: M,  Occupation id is: 16, Zip-code is: 78411, 
UserID is: 1594, Gender is: F,  Occupation id is: 20, Zip-code is: 10013, 
UserID is: 1595, Gender is: M,  Occupation id is: 1, Zip-code is: 92683-1892, 
UserID is: 1596, Gender is: F,  Occupation id is: 5, Zip-code is: 48108, 
UserID is: 1597, Gender is: M,  Occupation id is: 12, Zip-code is: 10002, 
UserID is: 1598, Gender is: M,  Occupation id is: 13, Zip-code is: 76548, 
UserID is: 1599, Gender is: M,  Occupation id is: 0, Zip-code is: 92646, 
UserID is: 1600, Gender is: M,  Occupation id is: 7, Zip-code is: 08234, 
UserID is: 1601, Gender is: M,  Occupation id is: 12, Zip-code is: 83001, 
UserID is: 1602, Gender is: F,  Occupation id is: 7, Zip-code is: 10562, 
UserID is: 1603, Gender is: F,  Occupation id is: 0, Zip-code is: 13326, 
UserID is: 1604, Gender is: M,  Occupation id is: 11, Zip-code is: 50111, 
UserID is: 1605, Gender is: F,  Occupation id is: 0, Zip-code is: 28270, 
UserID is: 1606, Gender is: F,  Occupation id is: 3, Zip-code is: 55405, 
UserID is: 1607, Gender is: M,  Occupation id is: 1, Zip-code is: 02135, 
UserID is: 1608, Gender is: M,  Occupation id is: 11, Zip-code is: 75230, 
UserID is: 1609, Gender is: F,  Occupation id is: 9, Zip-code is: 06830, 
UserID is: 1610, Gender is: M,  Occupation id is: 11, Zip-code is: 55555, 
UserID is: 1611, Gender is: M,  Occupation id is: 0, Zip-code is: 03867, 
UserID is: 1612, Gender is: M,  Occupation id is: 17, Zip-code is: 11354, 
UserID is: 1613, Gender is: M,  Occupation id is: 20, Zip-code is: 61801, 
UserID is: 1614, Gender is: M,  Occupation id is: 0, Zip-code is: 90027, 
UserID is: 1615, Gender is: F,  Occupation id is: 7, Zip-code is: 10022, 
UserID is: 1616, Gender is: M,  Occupation id is: 0, Zip-code is: 16101, 
UserID is: 1617, Gender is: M,  Occupation id is: 12, Zip-code is: 44060, 
UserID is: 1618, Gender is: M,  Occupation id is: 0, Zip-code is: 44139, 
UserID is: 1619, Gender is: M,  Occupation id is: 3, Zip-code is: 48843, 
UserID is: 1620, Gender is: M,  Occupation id is: 20, Zip-code is: 48009, 
UserID is: 1621, Gender is: M,  Occupation id is: 4, Zip-code is: 11423, 
UserID is: 1622, Gender is: M,  Occupation id is: 4, Zip-code is: 53715, 
UserID is: 1623, Gender is: M,  Occupation id is: 15, Zip-code is: 07746, 
UserID is: 1624, Gender is: M,  Occupation id is: 0, Zip-code is: 06810, 
UserID is: 1625, Gender is: M,  Occupation id is: 0, Zip-code is: 04330, 
UserID is: 1626, Gender is: M,  Occupation id is: 4, Zip-code is: 10010, 
UserID is: 1627, Gender is: M,  Occupation id is: 17, Zip-code is: 91505, 
UserID is: 1628, Gender is: M,  Occupation id is: 20, Zip-code is: 90028, 
UserID is: 1629, Gender is: M,  Occupation id is: 4, Zip-code is: 10003, 
UserID is: 1630, Gender is: M,  Occupation id is: 17, Zip-code is: 91355, 
UserID is: 1631, Gender is: F,  Occupation id is: 0, Zip-code is: 94514, 
UserID is: 1632, Gender is: M,  Occupation id is: 16, Zip-code is: 94120, 
UserID is: 1633, Gender is: F,  Occupation id is: 7, Zip-code is: 99701, 
UserID is: 1634, Gender is: F,  Occupation id is: 0, Zip-code is: 38340, 
UserID is: 1635, Gender is: M,  Occupation id is: 0, Zip-code is: 97212, 
UserID is: 1636, Gender is: F,  Occupation id is: 19, Zip-code is: 60612, 
UserID is: 1637, Gender is: M,  Occupation id is: 0, Zip-code is: 90049, 
UserID is: 1638, Gender is: F,  Occupation id is: 17, Zip-code is: 95405, 
UserID is: 1639, Gender is: M,  Occupation id is: 17, Zip-code is: 95405, 
UserID is: 1640, Gender is: M,  Occupation id is: 17, Zip-code is: 95610, 
UserID is: 1641, Gender is: M,  Occupation id is: 0, Zip-code is: 95819, 
UserID is: 1642, Gender is: M,  Occupation id is: 13, Zip-code is: 62002, 
UserID is: 1643, Gender is: M,  Occupation id is: 2, Zip-code is: 90813, 
UserID is: 1644, Gender is: M,  Occupation id is: 12, Zip-code is: 90210, 
UserID is: 1645, Gender is: F,  Occupation id is: 9, Zip-code is: 62225, 
UserID is: 1646, Gender is: M,  Occupation id is: 20, Zip-code is: 90046, 
UserID is: 1647, Gender is: M,  Occupation id is: 18, Zip-code is: 98118, 
UserID is: 1648, Gender is: M,  Occupation id is: 14, Zip-code is: 85202, 
UserID is: 1649, Gender is: M,  Occupation id is: 19, Zip-code is: 98034, 
UserID is: 1650, Gender is: M,  Occupation id is: 19, Zip-code is: 94607, 
UserID is: 1651, Gender is: M,  Occupation id is: 12, Zip-code is: 94520, 
UserID is: 1652, Gender is: M,  Occupation id is: 16, Zip-code is: 98208, 
UserID is: 1653, Gender is: M,  Occupation id is: 0, Zip-code is: 94044, 
UserID is: 1654, Gender is: F,  Occupation id is: 0, Zip-code is: 94114, 
UserID is: 1655, Gender is: M,  Occupation id is: 4, Zip-code is: 94507, 
UserID is: 1656, Gender is: M,  Occupation id is: 17, Zip-code is: 94122, 
UserID is: 1657, Gender is: F,  Occupation id is: 0, Zip-code is: 10022, 
UserID is: 1658, Gender is: F,  Occupation id is: 6, Zip-code is: 94214, 
UserID is: 1659, Gender is: F,  Occupation id is: 9, Zip-code is: 99703, 
UserID is: 1660, Gender is: F,  Occupation id is: 2, Zip-code is: 94577, 
UserID is: 1661, Gender is: M,  Occupation id is: 7, Zip-code is: 80526, 
UserID is: 1662, Gender is: M,  Occupation id is: 12, Zip-code is: 94121, 
UserID is: 1663, Gender is: M,  Occupation id is: 4, Zip-code is: 77845, 
UserID is: 1664, Gender is: F,  Occupation id is: 4, Zip-code is: 76707, 
UserID is: 1665, Gender is: M,  Occupation id is: 17, Zip-code is: 87505, 
UserID is: 1666, Gender is: M,  Occupation id is: 14, Zip-code is: 15241, 
UserID is: 1667, Gender is: M,  Occupation id is: 16, Zip-code is: 98516, 
UserID is: 1668, Gender is: M,  Occupation id is: 2, Zip-code is: 95602, 
UserID is: 1669, Gender is: F,  Occupation id is: 17, Zip-code is: 75006, 
UserID is: 1670, Gender is: F,  Occupation id is: 13, Zip-code is: 95320, 
